brand,engine_type,gearbox,mileage,model,price,url,year
Mercedes-Benz,Essence,Automatique,111984,E,62120,https://hollyroad.fr/annonce-mercedes-benz-e-63-amg-gie2Sf,2018
Audi,Diesel,Manuelle,96990,Q5,30956,https://hollyroad.fr/annonce-audi-q5-xfKxZr,2019
Tiguan,Essence,Automatique,8422,1.5,34523,https://hollyroad.fr/annonce-volkswagen-tiguan-ZUk17K,2022
Volkswagen,Électrique,Automatique,32500,Crafter,26821,https://hollyroad.fr/annonce-volkswagen-crafter-iUgGUZ,2021
Volkswagen,Essence,Manuelle,15650,T-Roc,34646,https://hollyroad.fr/annonce-volkswagen-t-roc-ZaAZ5Y,2023
Mercedes-Benz,Hybride (électrique/diesel),Automatique,76134,GLC,41043,https://hollyroad.fr/annonce-mercedes-benz-glc-300-FdQTw8,2020
Audi,Essence,Manuelle,75629,A3,23136,https://hollyroad.fr/annonce-audi-a3-vOnd38,2019
Volkswagen,Hybride,Automatique,48632,Golf,28952,https://hollyroad.fr/annonce-volkswagen-golf-ki3C6p,2020
SQ7,Diesel,Automatique,116189,TDI,69720,https://hollyroad.fr/annonce-audi-sq7-mbNpmI,2020
Q2,Essence,Manuelle,24255,35,27926,https://hollyroad.fr/annonce-audi-q2-e85cJl,2021
Clio,Essence,Manuelle,126400,Grandtour,12015,https://hollyroad.fr/annonce-renault-clio-aZh8I8,2017
SEAT,Essence,Automatique,3770,Ateca,31436,https://hollyroad.fr/annonce-seat-ateca-7XjZLs,2023
Fiat,Essence,Manuelle,13845,500,16896,https://hollyroad.fr/annonce-fiat-500-dKPiuK,2021
CUPRA,Essence,Automatique,16804,Formentor,31436,https://hollyroad.fr/annonce-cupra-formentor-ZAiLSw,2023
Volkswagen,Essence,Automatique,34547,Golf,25476,https://hollyroad.fr/annonce-volkswagen-golf-R4V2ju,2020
Volkswagen,Essence,Manuelle,22055,T-Roc,23685,https://hollyroad.fr/annonce-volkswagen-t-roc-7fBQWg,2023
Volkswagen,Essence,Automatique,42322,Tiguan,28886,https://hollyroad.fr/annonce-volkswagen-tiguan-MLwCCP,2020
Skoda,Diesel,Automatique,84207,Karoq,27935,https://hollyroad.fr/annonce-skoda-karoq-AkcRWK,2020
Volkswagen,Diesel,Automatique,98989,Tiguan,29046,https://hollyroad.fr/annonce-volkswagen-tiguan-allspace-JvKgou,2018
Renault,Essence,Manuelle,3793,Captur,23703,https://hollyroad.fr/annonce-renault-captur-asJFQR,2022
Mercedes-Benz,Hybride (électrique/diesel),Automatique,35433,E,38922,https://hollyroad.fr/annonce-mercedes-benz-e-300-MZvsY6,2021
Volkswagen,Diesel,Automatique,26120,Touareg,61260,https://hollyroad.fr/annonce-volkswagen-touareg-4qnIIb,2023
Mercedes-Benz,Essence,Automatique,20613,B,35395,https://hollyroad.fr/annonce-mercedes-benz-b-180-rzUOo6,2021
Fiat,Essence,Manuelle,7400,500,18056,https://hollyroad.fr/annonce-fiat-500-MV9BLf,2022
up!,Essence,Manuelle,50143,1.0,13886,https://hollyroad.fr/annonce-volkswagen-up-jqraTj,2020
Polo,Essence,Manuelle,12544,1.0,20656,https://hollyroad.fr/annonce-volkswagen-polo-jnuODS,2022
Polo,Essence,Automatique,23729,1.5,26976,https://hollyroad.fr/annonce-volkswagen-polo-y0pL3S,2020
Tesla,Électrique,Automatique,74200,Model,51266,https://hollyroad.fr/annonce-tesla-model-s-BnUM3m,2019
Audi,Diesel,Automatique,246500,A4,7725,https://hollyroad.fr/annonce-audi-a4-vaIsXE,2006
Audi,Hybride,Automatique,69351,A6,46046,https://hollyroad.fr/annonce-audi-a6-I5rUvK,2021
Volkswagen,Diesel,Automatique,6692,Tiguan,40436,https://hollyroad.fr/annonce-volkswagen-tiguan-bgPcH7,2023
SEAT,Essence,Manuelle,12615,Arona,23685,https://hollyroad.fr/annonce-seat-arona-cY7F0J,2023
Opel,Essence,Manuelle,20372,Corsa,16386,https://hollyroad.fr/annonce-opel-corsa-2Jrb7O,2021
Audi,Diesel,Automatique,60780,A6,30616,https://hollyroad.fr/annonce-audi-a6-gNcnaU,2019
Fiat,Essence,Manuelle,8538,500C,17656,https://hollyroad.fr/annonce-fiat-500c-7OhC5G,2022
Volkswagen,Essence,Automatique,28310,Tiguan,30586,https://hollyroad.fr/annonce-volkswagen-tiguan-0PXfaz,2020
Skoda,Essence,Automatique,83639,Octavia,25576,https://hollyroad.fr/annonce-skoda-octavia-KNaGK9,2020
Volkswagen,Hybride,Automatique,24881,Golf,28012,https://hollyroad.fr/annonce-volkswagen-golf-MTpyI4,2021
Opel,Essence,Manuelle,91000,Vectra,5475,https://hollyroad.fr/annonce-opel-vectra-QFzW8h,2005
Volkswagen,Essence,Automatique,3000,T-Cross,30260,https://hollyroad.fr/annonce-volkswagen-t-cross-eI505A,2024
Volkswagen,Essence,Manuelle,82770,Golf,20095,https://hollyroad.fr/annonce-volkswagen-golf-TCARxd,2020
Fiat,Essence,Manuelle,18900,500,15656,https://hollyroad.fr/annonce-fiat-500-OkoMnu,2022
BMW,Diesel,Automatique,102930,d,35060,https://hollyroad.fr/annonce-bmw-others-VDu5BQ,2016
SEAT,Diesel,Manuelle,82753,Ibiza,16123,https://hollyroad.fr/annonce-seat-ibiza-ipJki3,2019
Mercedes-Benz,Diesel,Manuelle,97804,C,25195,https://hollyroad.fr/annonce-mercedes-benz-c-180-VhZYgu,2019
Volkswagen,Essence,Manuelle,75230,Golf,20015,https://hollyroad.fr/annonce-volkswagen-golf-QbIyAi,2018
Skoda,Diesel,Automatique,60911,Karoq,32836,https://hollyroad.fr/annonce-skoda-karoq-Y943dm,2020
E-Pace,Hybride,Automatique,15,P300e,78057,https://hollyroad.fr/annonce-jaguar-e-pace-OrSyWg,2024
ID.4,Électrique,Automatique,15575,Pro,40886,https://hollyroad.fr/annonce-volkswagen-id4-K4BOdh,2023
Fiat,Essence,Manuelle,11593,500,18656,https://hollyroad.fr/annonce-fiat-500-u8Uh72,2022
Fiat,Essence,Manuelle,18267,500,14405,https://hollyroad.fr/annonce-fiat-500-z9Iolc,2021
Volkswagen,Diesel,Automatique,66744,Passat,32866,https://hollyroad.fr/annonce-volkswagen-passat-ALogwl,2020
Volkswagen,Diesel,Automatique,48813,Passat,35866,https://hollyroad.fr/annonce-volkswagen-passat-X2B9bA,2021
Audi,Essence,Manuelle,7300,A3,31690,https://hollyroad.fr/annonce-audi-a3-u6X0Mx,2023
Audi,Diesel,Automatique,15586,A3,35736,https://hollyroad.fr/annonce-audi-a3-ziO9TJ,2023
Volkswagen,Hybride,Automatique,30538,Arteon,42772,https://hollyroad.fr/annonce-volkswagen-arteon-8XOHRf,2022
T-Roc,Essence,Manuelle,11906,1.0,25945,https://hollyroad.fr/annonce-volkswagen-t-roc-bd0zBU,2023
T-Roc,Essence,Manuelle,19115,Cabriolet,30445,https://hollyroad.fr/annonce-volkswagen-t-roc-cabriolet-NtY8oJ,2023
Fiat,Essence,Manuelle,7970,500,15656,https://hollyroad.fr/annonce-fiat-500-qPA01f,2022
Volkswagen,Essence,Automatique,39989,Tiguan,28886,https://hollyroad.fr/annonce-volkswagen-tiguan-7kGi8Q,2020
Volkswagen,Diesel,Automatique,138292,Touareg,28150,https://hollyroad.fr/annonce-volkswagen-touareg-ipzqBz,2015
Volkswagen,Diesel,Automatique,65264,Sharan,37936,https://hollyroad.fr/annonce-volkswagen-sharan-L7kMVk,2020
Volkswagen,Essence,Automatique,7900,Golf,33206,https://hollyroad.fr/annonce-volkswagen-golf-7OFt2H,2022
Volkswagen,Essence,Manuelle,40634,Golf,20005,https://hollyroad.fr/annonce-volkswagen-golf-bYsFhg,2019
Volkswagen,Diesel,Automatique,189509,T5,36945,https://hollyroad.fr/annonce-volkswagen-t5-multivan-CeN8u1,2012
BMW,Essence,Automatique,139000,118,18765,https://hollyroad.fr/annonce-bmw-118-pJvnAM,2012
Skoda,Essence,Automatique,70557,Octavia,30610,https://hollyroad.fr/annonce-skoda-octavia-P9tnSZ,2020
T-Roc,Essence,Manuelle,11040,1.0,26925,https://hollyroad.fr/annonce-volkswagen-t-roc-JK3VKI,2023
Touran,Diesel,Manuelle,11827,2.0,33625,https://hollyroad.fr/annonce-volkswagen-touran-QMOLq4,2022
Tiguan,Essence,Manuelle,16552,1.5,37436,https://hollyroad.fr/annonce-volkswagen-tiguan-IzDLBL,2023
Ford,Essence,Automatique,72823,C-Max,17066,https://hollyroad.fr/annonce-ford-c-max-Y2dEOv,2015
Mercedes-Benz,Diesel,Automatique,87000,C,36090,https://hollyroad.fr/annonce-mercedes-benz-c-250-9UCMa8,2016
Nissan,Essence,Automatique,24000,Qashqai,28376,https://hollyroad.fr/annonce-nissan-qashqai-udild5,2020
Volkswagen,Essence,Manuelle,92282,Golf,16405,https://hollyroad.fr/annonce-volkswagen-golf-IdglFK,2017
Volkswagen,Essence,Automatique,12100,T-Roc,29146,https://hollyroad.fr/annonce-volkswagen-t-roc-56EIwG,2019
Audi,Essence,Automatique,60000,S3,38180,https://hollyroad.fr/annonce-audi-s3-fsjXiI,2019
Ford,Essence,Manuelle,63393,Kuga,21256,https://hollyroad.fr/annonce-ford-kuga-G2d0MV,2019
Renault,Électrique,Automatique,18938,ZOE,23732,https://hollyroad.fr/annonce-renault-zoe-T2oBlS,2021
T-Cross,Essence,Automatique,20702,1.0,29225,https://hollyroad.fr/annonce-volkswagen-t-cross-4PpUrb,2023
Audi,Diesel,Manuelle,191000,A1,9865,https://hollyroad.fr/annonce-audi-a1-9IBtS6,2011
Mercedes-Benz,Essence,Automatique,7183,C,42626,https://hollyroad.fr/annonce-mercedes-benz-c-180-qxl19g,2023
Sprinter,Diesel,Automatique,96380,317,32735,https://hollyroad.fr/annonce-mercedes-benz-sprinter-WtnRLX,2021
Volkswagen,Essence,Automatique,131000,Golf,11725,https://hollyroad.fr/annonce-volkswagen-golf-82wb8e,2010
Opel,Essence,Manuelle,68563,Corsa,16115,https://hollyroad.fr/annonce-opel-corsa-cLAdJ9,2019
Passat,Diesel,Automatique,58491,Variant,31763,https://hollyroad.fr/annonce-volkswagen-passat-variant-28JPRq,2021
Octavia,Diesel,Automatique,100731,Combi,20102,https://hollyroad.fr/annonce-skoda-octavia-ZdMJOp,2019
Volkswagen,Essence,Automatique,17680,Tiguan,30586,https://hollyroad.fr/annonce-volkswagen-tiguan-bXMZQ5,2020
Volvo,Hybride,Automatique,66943,XC60,42066,https://hollyroad.fr/annonce-volvo-xc60-fSGoQw,2020
Renault,Essence,Manuelle,10810,Clio,18156,https://hollyroad.fr/annonce-renault-clio-fdUJxZ,2022
Renault,Électrique,Automatique,43658,ZOE,17151,https://hollyroad.fr/annonce-renault-zoe-euWRZ5,2018
Fiat,Essence,Manuelle,38321,500,14076,https://hollyroad.fr/annonce-fiat-500-Q6cSIM,2019
Fiat,Essence,Manuelle,40272,Tipo,17615,https://hollyroad.fr/annonce-fiat-tipo-FdfoAo,2020
Fiat,Essence,Manuelle,7089,500,15656,https://hollyroad.fr/annonce-fiat-500-21q1fa,2022
Renault,Diesel,Manuelle,33452,Trafic,28115,https://hollyroad.fr/annonce-renault-trafic-1l3rfZ,2019
Volkswagen,Essence,Manuelle,90000,up!,11076,https://hollyroad.fr/annonce-volkswagen-up-1Xfaj8,2013
MINI,Diesel,Manuelle,200000,One,7915,https://hollyroad.fr/annonce-mini-one-d-uaMeyl,2011
Fiat,Essence,Manuelle,8444,500,15665,https://hollyroad.fr/annonce-fiat-500-gLyNpE,2022
Fiat,Essence,Manuelle,4742,500,16396,https://hollyroad.fr/annonce-fiat-500-WFwd8T,2021
Fiat,Essence,Manuelle,10303,500,15665,https://hollyroad.fr/annonce-fiat-500-8xG9mT,2022
Fiat,Essence,Manuelle,20127,500,15896,https://hollyroad.fr/annonce-fiat-500-jxLDD3,2021
Fiat,Essence,Manuelle,12894,500,15896,https://hollyroad.fr/annonce-fiat-500-3APIhC,2021
Fiat,Essence,Manuelle,11636,500,17665,https://hollyroad.fr/annonce-fiat-500-jYYvGH,2022
Fiat,Hybride,Manuelle,9913,500C,18701,https://hollyroad.fr/annonce-fiat-500c-ZPIqVp,2022
Fiat,Essence,Manuelle,11617,500,15665,https://hollyroad.fr/annonce-fiat-500-Hg0WA0,2022
Jeep,Hybride,Automatique,3800,Compass,35672,https://hollyroad.fr/annonce-jeep-compass-5OSYMu,2022
Suzuki,Essence,Manuelle,31245,Swift,16391,https://hollyroad.fr/annonce-suzuki-swift-TJi5FI,2021
Audi,Diesel,Automatique,10500,Q3,43636,https://hollyroad.fr/annonce-audi-q3-rbdEfP,2023
Volkswagen,Diesel,Automatique,506000,Sharan,8304,https://hollyroad.fr/annonce-volkswagen-sharan-twTCoX,2010
Volkswagen,Essence,Automatique,12533,T7,62470,https://hollyroad.fr/annonce-volkswagen-t7-multivan-G8rtGe,2022
Volkswagen,Essence,Manuelle,22706,Tiguan,27966,https://hollyroad.fr/annonce-volkswagen-tiguan-4qgYh3,2021
Volkswagen,Essence,Automatique,40415,Golf,25146,https://hollyroad.fr/annonce-volkswagen-golf-variant-zuL1ju,2019
Mercedes-Benz,Diesel,Manuelle,212000,Vito,10184,https://hollyroad.fr/annonce-mercedes-benz-vito-a8KX3k,1999
Volkswagen,Diesel,Automatique,174000,Passat,15766,https://hollyroad.fr/annonce-volkswagen-passat-Jm2wvz,2012
Opel,Diesel,Manuelle,74440,Astra,17735,https://hollyroad.fr/annonce-opel-astra-CgJ7nT,2020
Volkswagen,Essence,Manuelle,52803,Golf,19895,https://hollyroad.fr/annonce-volkswagen-golf-variant-c87Fp3,2020
CUPRA,Électrique,Automatique,13000,Born,41606,https://hollyroad.fr/annonce-cupra-born-S2qe2L,2023
Mercedes-Benz,Diesel,Automatique,40993,E,38985,https://hollyroad.fr/annonce-mercedes-benz-e-220-X1kuRs,2020
Opel,Essence,Manuelle,104500,Meriva,12115,https://hollyroad.fr/annonce-opel-meriva-NT59UY,2016
Volkswagen,Essence,Automatique,23250,Golf,39550,https://hollyroad.fr/annonce-volkswagen-golf-gti-jWobWR,2023
Volkswagen,Hybride,Manuelle,25550,Golf,28012,https://hollyroad.fr/annonce-volkswagen-golf-gte-hXyQ7o,2021
T-Cross,Essence,Automatique,58782,1.0,24050,https://hollyroad.fr/annonce-volkswagen-t-cross-n6JUe9,2019
Polo,Essence,Manuelle,22347,1.0,18011,https://hollyroad.fr/annonce-volkswagen-polo-tT1Ueu,2019
Fabia,Essence,Manuelle,36834,Combi,15011,https://hollyroad.fr/annonce-skoda-fabia-BZmp23,2018
up!,Essence,Manuelle,65054,1.0,12011,https://hollyroad.fr/annonce-volkswagen-up-avQEXB,2019
Volkswagen,Diesel,Automatique,11478,T6.1,56836,https://hollyroad.fr/annonce-volkswagen-t61-multivan-x9Uzf8,2020
Peugeot,Essence,Manuelle,128000,306,8155,https://hollyroad.fr/annonce-peugeot-306-o3rVcj,1998
Volkswagen,Essence,Automatique,10750,T-Cross,29736,https://hollyroad.fr/annonce-volkswagen-t-cross-XccWdw,2023
Renault,Diesel,Manuelle,50670,Trafic,22935,https://hollyroad.fr/annonce-renault--Uf3YTz,2021
BYD,Électrique,Automatique,145,Han,74226,https://hollyroad.fr/annonce-byd-han-zEeLjM,2024
BYD,Électrique,Automatique,12159,Atto,37486,https://hollyroad.fr/annonce-byd-atto-3-CFttTN,2023
Fiat,Essence,Manuelle,169850,500,9026,https://hollyroad.fr/annonce-fiat-500-sJwONY,2009
Toyota,Hybride,Automatique,500,C-HR,38911,https://hollyroad.fr/annonce-toyota-c-hr-STZBXO,2024
Toyota,Hybride,Automatique,98750,RAV,34192,https://hollyroad.fr/annonce-toyota-rav-4-gi2ZkN,2020
Audi,Essence,Automatique,86000,SQ5,46840,https://hollyroad.fr/annonce-audi-sq5-SSXzWg,2017
Audi,Diesel,Automatique,26895,A5,36286,https://hollyroad.fr/annonce-audi-a5-24Z53x,2020
Q3,Essence,Automatique,26503,45,43726,https://hollyroad.fr/annonce-audi-q3-SV7UpL,2022
A3,Essence,Automatique,48069,Cabrio,32236,https://hollyroad.fr/annonce-audi-a3-pVF6q8,2020
Fiat,Essence,Manuelle,13561,500,15065,https://hollyroad.fr/annonce-fiat-500-iiB1qU,2022
Fiat,Essence,Manuelle,7387,500,15065,https://hollyroad.fr/annonce-fiat-500-5nKHb5,2022
Fiat,Essence,Manuelle,13402,500,15065,https://hollyroad.fr/annonce-fiat-500-gySxmS,2022
Fiat,Essence,Manuelle,7327,500,15065,https://hollyroad.fr/annonce-fiat-500-lMtajV,2022
Fiat,Essence,Manuelle,8864,500,17165,https://hollyroad.fr/annonce-fiat-500-DQTzun,2022
Fiat,Essence,Manuelle,16259,500,15065,https://hollyroad.fr/annonce-fiat-500-QZR5c7,2022
Fiat,Essence,Manuelle,10780,500,15065,https://hollyroad.fr/annonce-fiat-500-1CayTh,2022
Fiat,Essence,Manuelle,15108,500,15065,https://hollyroad.fr/annonce-fiat-500-seKnQt,2022
Fiat,Essence,Manuelle,18573,500,15065,https://hollyroad.fr/annonce-fiat-500-Ht6SEv,2022
Fiat,Essence,Manuelle,12662,500,15065,https://hollyroad.fr/annonce-fiat-500-5gEElP,2022
Fiat,Essence,Manuelle,7997,500,15065,https://hollyroad.fr/annonce-fiat-500-irzUay,2022
Fiat,Essence,Manuelle,11518,500,15065,https://hollyroad.fr/annonce-fiat-500-jtWHi2,2022
BYD,Électrique,Automatique,9849,Atto,36986,https://hollyroad.fr/annonce-byd-atto-3-avRJAd,2023
Mercedes-Benz,Essence,Manuelle,191900,E,16266,https://hollyroad.fr/annonce-mercedes-benz-e-260-sjeANH,1992
Tarraco,Essence,Automatique,27365,1.5,36676,https://hollyroad.fr/annonce-seat-tarraco-nQrjN7,2023
T-ROC,Essence,Manuelle,21682,1.0,23135,https://hollyroad.fr/annonce-volkswagen-t-roc-4UP0oA,2023
Skoda,Diesel,Automatique,18400,Octavia,38696,https://hollyroad.fr/annonce-skoda-octavia-8hkUIq,2023
Skoda,Diesel,Automatique,25400,Kodiaq,45630,https://hollyroad.fr/annonce-skoda-kodiaq-fjg2VY,2023
Dacia,Diesel,Manuelle,270000,Logan,5615,https://hollyroad.fr/annonce-dacia-logan-lPr3XS,2012
Golf,Essence,Automatique,11989,VIII,44750,https://hollyroad.fr/annonce-volkswagen-golf-UKq1oT,2022
